campaign,campaign_status,category,content,Country,country_shortname,coupon_code,date,id,influencer_name,latest year,max_coupon_data_refresh_date,max_coupon_reporting_date,max_influencer_data_refresh_date,medium,medium_modified,medium_type,medium_type_modified,month,month of order date,previous year,project_management,quality,region,reporting_shared,Select Year,size,size_modified ,Top 20 Inlfuencer names,Top Influencers with zero costs,#Posts,#Voucher,AOV,campaign_transaction_revenue,ce_posts,CPI,CPM,CPO,CPR,CPU,CR,dq_indicator_yes_all,dq_indicator_yes_central_europe,dq_indicator_yes_north_europe,dq_indicator_yes_south_europe,Engagement,Engagement Rate,Follower,Low Engagement rate High Cost,ne_posts,Net Reach,New User,no_campaign_item_revenue,no_campaign_net_revenue,no_influencer_campaign_item_revenue,no_influencer_campaign_net_revenue,no_influencer_campaign_transaction_revenue,NR Target,NR UTM,NR Voucher,NR/1000 Views,Orders,se_posts,"Select Metric by CPM,CPR & CPI",Select Metric by NR_User_Net Reach,sessions,Total Costs,Total NR,User,User / View
l-de-n-ig-winterbundle-lejannik_2101,done,lifestyle,winter_bundle,Germany,DE,,21/1/2021,DE20211_95,lejannik,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"46,00","6816,4",0,"0,43","28,09","7,83","0,17","0,66","7,52%",1,0,0,0,2401,"6,47%",176000,FALSE,0,37099,1185,,,,,,"1.389,33 €","6.118,24 €",,165,133,0,"28,087,010,432",1586,1768,"1.042,00 €","6.118,24 €",1586,"0,04"
l-de-n-ig-winterbundle-lejannik_2101,done,lifestyle,winter_bundle,Germany,DE,,21/1/2021,DE20211_66,lejannik,1/1/2021,30/3/2021 0:16,30/3/2021,16/2/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"46,00","6816,4",0,"0,43","28,09","7,83","0,17","0,66","7,52%",1,0,0,0,2401,"6,47%",176000,FALSE,0,37099,1185,,,,,,"1.389,33 €","6.118,24 €",,165,133,0,"28,087,010,432",1586,1768,"1.042,00 €","6.118,24 €",1586,"0,04"
l-de-n-ig-majakleeene_21012,done,sports,winter_bundle,Germany,DE,,20/1/2021,DE20211_83,majakleeene,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"42,08","614,15",0,"0,59","35,47","20,04","0,48","0,91","4,19%",1,0,0,0,440,"5,99%",47800,FALSE,0,7345,240,,,,,,"347,33 €","546,98 €",,74,13,0,"35,466,303,608",287,310,"260,50 €","546,98 €",287,"0,04"
l-de-n-ig-winterbundle-evynfc_2101,done,family,winter_bundle,Germany,DE,,20/1/2021,DE20211_91,evy.nfc,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"64,11","69,8",0,"0,74","31,89","192,77","3,01","1,24","0,61%",1,0,0,0,259,"4,28%",192000,FALSE,0,6045,121,,,,,,"257,03 €","64,11 €",,11,1,0,"31,889,164,599",155,165,"192,77 €","64,11 €",155,"0,03"
l-de-n-ig-shantijoantan_2101,done,lifestyle,detox,Germany,DE,,19/1/2021,DE20211_80,shantijoantan,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Mega,Mega,,FALSE,1,,"47,27","266,2",0,"0,68","27,56","145,88","3,09","1,42","0,91%",1,0,0,0,1071,"4,05%",1100000,FALSE,0,26470,440,,,,,,"972,53 €","236,35 €",,9,5,0,"27,555,723,461",513,549,"729,40 €","236,35 €",513,"0,02"
l-de-n-ig-winterbundle-leoobalys_2101,done,lifestyle,winter_bundle,Germany,DE,,19/1/2021,DE20211_79,leoobalys,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Mega,Mega,,FALSE,1,,"43,75","2812,61",0,"0,45","23,92","35,09","0,80","0,66","1,76%",1,0,0,0,4425,"5,29%",1500000,FALSE,0,83616,2548,,,,,,"2.666,67 €","2.493,99 €",,30,57,0,"23,918,867,202",3053,3241,"2.000,00 €","2.493,99 €",3053,"0,04"
l-de-n-ig-fatahasanovic_2101,done,lifestyle,,Germany,DE,,19/1/2021,DE20211_88,fata.hasanovic,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"42,16","2363,56",0,"0,39","18,47","29,77","0,71","0,74","2,37%",1,0,0,0,3697,"4,68%",453000,FALSE,0,78982,1712,,,,,,"1.945,07 €","2.065,66 €",,26,49,0,"18,470,031,146",1976,2069,"1.458,80 €","2.065,66 €",1976,"0,03"
l-de-n-ig-winterbundle-instadad_2101,done,family,winter_bundle,Austria,AT,,18/1/2021,AT20211_86,instadad.papazwuck,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"45,66","3263,17",0,"0,69","31,74","18,75","0,41","0,94","4,76%",1,0,0,0,1750,"4,63%",78600,FALSE,0,37806,704,,,,,,"1.600,00 €","2.922,36 €",,77,64,0,"31,740,993,493",1273,1344,"1.200,00 €","2.922,36 €",1273,"0,03"
l-de-n-ig-the.franklin_21012,done,sports,winter_bundle,Germany,DE,,18/1/2021,DE20211_87,the.franklin,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"43,51","1124,35",0,"0,17","19,30","9,06","0,21","0,31","3,10%",1,0,0,0,1200,"11,11%",52000,FALSE,0,10800,586,,,,,,"277,87 €","1.000,63 €",,93,23,0,"19,296,296,296",680,742,"208,40 €","1.000,63 €",680,"0,06"
l-de-n-ig-winterbundle-verruecktemamawelt_2101,done,family,winter_bundle,Germany,DE,,18/1/2021,DE20211_39,verruecktemamawelt,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,,All,Midlevel,Midlevel,,FALSE,1,,"47,09","11422,04",0,"0,58","27,52","6,69","0,14","0,36","5,07%",,,,,2500,"4,72%",79200,FALSE,0,53000,2280,,,,,,"1.945,07 €","10.265,70 €",,194,218,0,"27,524,528,302",4018,4297,"1.458,80 €","10.265,70 €",4018,"0,08"
l-de-n-yt-the.franklin_2101,done,sports,winter_bundle,Germany,DE,,17/1/2021,DE20211_81,The Franklin,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,youtube,youtube,yt_video,yt_video,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"47,68","5471,21",0,"0,40","27,58","28,89","0,61","1,36","3,48%",1,0,0,0,7298,"6,90%",170000,FALSE,0,105777,1607,,,,,,"2.334,08 €","4.816,10 €",,46,101,0,"27,582,555,754",2143,2905,"2.917,60 €","4.816,10 €",2143,"0,02"
l-de-n-ig-simi.kowalski_2101,done,yoga,product_explanation,Germany,DE,,17/1/2021,DE20211_82,simi.kowalski,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Jessi,wrong_or_missing_link,Central Europe,y,All,Makro,Makro,,FALSE,1,,"37,59","172,35",0,"0,61","26,99","125,00","3,33","1,40","1,06%",1,0,0,0,814,"4,39%",260900,FALSE,0,18525,305,,,,,,"666,67 €","150,36 €",,8,4,0,"26,990,553,306",356,378,"500,00 €","150,36 €",356,"0,02"
l-de-n-ig-adriennekoleszar_2101,done,sports,winter_bundle,Germany,DE,,17/1/2021,DE20211_42,adriennekoleszar,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"46,59","1896,22",0,"0,77","35,97","26,25","0,56","1,17","3,93%",1,0,0,0,1232,"4,69%",637000,FALSE,0,26271,538,,,,,,"1.260,13 €","1.677,39 €",,64,36,0,"35,974,801,111",809,915,"945,09 €","1.677,39 €",809,"0,03"
l-de-n-ig-winterbundle-emirbyr_2101,done,entertainment,winter_bundle,Germany,DE,,17/1/2021,DE20211_62,emirbyr,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"44,66","1770,05",0,"0,26","23,74","40,00","0,90","0,36","0,85%",1,0,0,0,5433,"9,21%",219000,FALSE,0,58966,3241,,,,,,"1.866,67 €","1.563,26 €",,27,35,0,"23,742,495,675",3904,4134,"1.400,00 €","1.563,26 €",3904,"0,07"
l-de-n-ig-newyear-kimlianne_2101,done,lifestyle,detox,Germany,DE,,17/1/2021,DE20211_111,kimlianne,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"50,58",1553,0,"1,32","57,78","106,13","2,10","2,08","1,89%",1,0,0,0,2163,"4,36%",505000,FALSE,0,49597,1202,,,,,,"3.820,67 €","1.365,54 €",,28,27,0,"57,775,671,916",1375,1428,"2.865,50 €","1.365,54 €",1375,"0,03"
l-de-n-ig-annamariadamm_2101,done,sports,winter_bundle,Germany,DE,,16/1/2021,DE20211_41,annamariadamm,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Mega,Mega,,FALSE,1,,"47,33","25025,09",0,"0,34","35,03","12,04","0,25","0,44","3,48%",1,0,0,0,16934,"10,35%",1600000,FALSE,0,163587,10132,,,,,,"7.641,33 €","22.529,86 €",,138,476,0,"35,033,346,171",13069,13684,"5.731,00 €","22.529,86 €",13069,"0,08"
l-de-n-ig-winterbundle-meggy_2101,done,lifestyle,winter_bundle,Germany,DE,,16/1/2021,DE20211_60,meggy,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"48,94","918,3",0,"0,25","25,56","11,34","0,23","0,40","3,23%",1,0,0,0,765,"10,14%",222000,FALSE,0,7543,359,,,,,,"257,03 €","831,95 €",,110,17,0,"25,556,144,770",482,527,"192,77 €","831,95 €",482,"0,06"
l-de-n-ig-winterbundle-isabeau_2101,done,family,winter_bundle,Germany,DE,,16/1/2021,DE20211_61,isabeau_youtube,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"46,29","10733,65",0,"0,31","16,42","15,03","0,32","0,42","2,68%",1,0,0,0,10234,"5,37%",524000,FALSE,0,190435,5084,,,,,,"4.168,00 €","9.627,61 €",,51,208,0,"16,415,049,755",7418,7774,"3.126,00 €","9.627,61 €",7418,"0,04"
l-de-n-ig-winterbundle-julesboringlife_2101,done,entertainment,winter_bundle,Germany,DE,,16/1/2021,DE20211_71,julesboringlife,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,wrong_or_missing_link,Central Europe,y,All,Mega,Mega,,FALSE,1,,"45,99","5824,72",0,"0,38","28,25","27,66","0,60","0,33","1,14%",1,0,0,0,8324,"7,52%",2200000,FALSE,0,110651,7798,,,,,,"4.168,00 €","5.196,48 €",,47,113,0,"28,250,987,339",9444,9897,"3.126,00 €","5.196,48 €",9444,"0,09"
l-de-n-ig-winterbundle-feliliebt_2101,done,family,winter_bundle,Germany,DE,,16/1/2021,DE20211_73,feli_liebt_3_maenner,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Mikro,Mikro,,FALSE,1,,"45,10","699,3",0,"0,41","23,04","13,77","0,31","0,48","3,20%",1,0,0,0,466,"5,57%",23700,FALSE,0,8365,273,,,,,,"257,03 €","631,44 €",,75,14,0,"23,044,829,647",404,437,"192,77 €","631,44 €",404,"0,05"
l-de-n-ig-winterbundle-iamfabsi_2101,done,lifestyle,winter_bundle,Germany,DE,,15/1/2021,DE20211_58,iamfabsi,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Mikro,Mikro,,FALSE,1,,"45,09","299,7",0,"0,52","33,17","12,50","0,28","0,71","4,84%",1,0,0,0,143,"6,32%",22300,FALSE,0,2261,79,,,,,,"100,00 €","270,51 €",,120,6,0,"33,171,163,202",106,124,"75,00 €","270,51 €",106,"0,05"
l-de-n-ig-winterbundle-triplewonder_2101,done,family,winter_bundle,Germany,DE,,15/1/2021,DE20211_67,triplewonderandme_,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"48,54","1859,25",0,"1,29","34,54","19,15","0,39","1,35","6,17%",1,0,0,0,503,"2,67%",58800,FALSE,0,18856,264,,,,,,"868,33 €","1.650,36 €",,88,34,0,"34,538,078,065",482,551,"651,25 €","1.650,36 €",482,"0,03"
l-de-n-ig-winterbundle-diademlori_2101,done,entertainment,winter_bundle,Germany,DE,,15/1/2021,DE20211_120,diademlori,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"44,34","28440,74",0,"0,12","26,71","5,24","0,12","0,16","2,94%",1,0,0,0,24790,"22,07%",398000,FALSE,0,112314,14605,,,,,,"4.000,00 €","25.409,05 €",,226,573,0,"26,710,828,570",18381,19519,"3.000,00 €","25.409,05 €",18381,"0,16"
l-de-n-ig-winterbundle-joschy84_2101,done,family,winter_bundle,Germany,DE,,15/1/2021,DE20211_55,joschy_84,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"48,63","11250,83",0,"0,45","34,52","16,53","0,34","0,52","2,98%",1,0,0,0,7600,"7,63%",189000,FALSE,0,99621,4396,,,,,,"4.584,80 €","10.115,35 €",,102,208,0,"34,516,818,743",6651,6978,"3.438,60 €","10.115,35 €",6651,"0,07"
l-de-n-ig-newyear-muddivated_2101,done,family,detox,Germany,DE,,15/1/2021,DE20211_108,muddivated,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"45,34","504,85",0,"1,35","37,74","46,89","1,03","2,21","4,48%",1,0,0,0,348,"2,80%",36000,FALSE,0,12426,133,,,,,,"625,20 €","453,43 €",,36,10,0,"37,735,393,530",212,223,"468,90 €","453,43 €",212,"0,02"
l-de-n-ig-winterbundle-dietzunddas_2101,done,lifestyle,winter_bundle,Germany,DE,,15/1/2021,DE20211_64,dietz.und.das,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"47,25","1643,15",0,"0,57","23,84","13,45","0,28","0,80","5,52%",1,0,0,0,731,"4,18%",45100,FALSE,0,17486,346,,,,,,"555,73 €","1.464,84 €",,84,31,0,"23,836,211,827",520,562,"416,80 €","1.464,84 €",520,"0,03"
l-de-n-ig-winterbundle-konfettiimherz_2101,done,family,winter_bundle,Germany,DE,,14/1/2021,DE20211_38,konfettiimherz,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"47,40","10800,56",0,"0,38","33,95","8,13","0,17","0,50","5,87%",1,0,0,0,4339,"8,84%",135000,FALSE,0,49107,2067,,,,,,"2.222,93 €","9.716,55 €",,198,205,0,"33,950,353,310",3349,3493,"1.667,20 €","9.716,55 €",3349,"0,07"
l-de-n-ig-caro_simon30_2101,done,sports,detox,Germany,DE,,13/1/2021,DE20211_86,caro_simon30,1/1/2021,30/3/2021 0:16,30/3/2021,16/2/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"67,51","74,7",0,"0,58","23,21","145,88","2,16","2,56","1,56%",1,0,0,0,250,"3,98%",33000,FALSE,0,6286,40,,,,,,"194,51 €","67,51 €",,11,1,0,"23,207,126,949",57,64,"145,88 €","67,51 €",57,"0,01"
l-de-n-ig-caro_simon30_2101,done,sports,detox,Germany,DE,,13/1/2021,DE20211_77,caro_simon30,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"67,51","74,7",0,"0,58","23,21","145,88","2,16","2,56","1,56%",1,0,0,0,250,"3,98%",33000,FALSE,0,6286,40,,,,,,"194,51 €","67,51 €",,11,1,0,"23,207,126,949",57,64,"145,88 €","67,51 €",57,"0,01"
l-de-n-ig-winterbundle-giuliagroth_2101,done,entertainment,winter_bundle,Germany,DE,,12/1/2021,DE20211_43,giuliagroth,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"49,28","2029,81",0,"0,14","19,71","5,21","0,11","0,21","3,71%",1,0,0,0,1344,"13,74%",103000,FALSE,0,9781,697,,,,,,"257,03 €","1.823,43 €",,186,37,0,"19,708,618,751",932,998,"192,77 €","1.823,43 €",932,"0,10"
l-de-n-ig-newyear-lisarrey_2101,done,family,detox,Germany,DE,,12/1/2021,DE20211_35,lisarrey,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"44,27","2541,68",0,"0,64","19,37","38,55","0,87","0,80","1,98%",1,0,0,0,3015,"3,03%",137000,FALSE,0,99495,1731,,,,,,"2.570,27 €","2.213,61 €",,22,50,0,"19,374,842,957",2419,2520,"1.927,70 €","2.213,61 €",2419,"0,02"
l-de-n-ig-akkcess_2101,done,gaming,product_explanation,Germany,DE,,12/1/2021,DE20211_52,akkcess,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"37,28","266,96",0,"0,37","20,15","48,84","1,31","0,72","1,40%",1,0,0,0,797,"5,48%",61700,FALSE,0,14547,371,,,,,,"390,75 €","223,70 €",,15,6,0,"20,145,906,372",408,430,"293,06 €","223,70 €",408,"0,03"
l-de-n-ig-newyear-kathisdailylife_2101,done,family,detox,Germany,DE,,11/1/2021,DE20211_34,kathis_daily_life,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"39,94","970,3",0,"0,50","23,88","32,25","0,81","0,82","2,46%",1,0,0,0,1365,"4,81%",31200,FALSE,0,28364,662,,,,,,"903,07 €","838,82 €",,30,21,0,"23,878,860,527",823,855,"677,30 €","838,82 €",823,"0,03"
l-de-n-ig-newyear-anna.wilken_2101,done,health,detox,Germany,DE,ANNA-NEWYEAR,11/1/2021,DE20211_36,anna.wilken,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,1,"89,80","4298,86",0,"0,59","23,32","14,02","0,16","0,98","6,61%",1,0,0,0,2552,"3,97%",268000,FALSE,0,64339,1212,,"5549,21",,"437,46","527,29","3.000,96 €","3.622,39 €","5.986,67 €",149,107,0,"23,321,469,093",1534,1619,"1.500,48 €","9.609,06 €",1534,"0,02"
l-de-n-ig-winterbundle-sonnyloops_2101,done,lifestyle,winter_bundle,Germany,DE,,10/1/2021,DE20211_63,sonnyloops,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"45,53","10022,61",0,"0,22","19,92","9,54","0,21","0,27","2,74%",1,0,0,0,8512,"9,02%",860000,FALSE,0,94369,5487,,,,,,"2.506,67 €","8.969,46 €",,95,197,0,"19,921,796,353",6853,7181,"1.880,00 €","8.969,46 €",6853,"0,07"
l-de-n-ig-arwin.habibo_2101,done,entertainment,,Germany,DE,,10/1/2021,DE20211_85,arwin.habibo,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"43,37","48,85",0,"0,22","38,64","350,00","8,07","0,78","0,21%",1,0,0,0,1621,"17,89%",30500,FALSE,0,9059,439,,,,,,"466,67 €","43,37 €",,5,1,0,"38,635,610,995",450,474,"350,00 €","43,37 €",450,"0,05"
l-de-n-ig-newyear-familiem_2101,done,family,detox,Germany,DE,,10/1/2021,DE20211_32,familie.m,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"49,95","342,48",0,"1,98","33,24","53,49","1,07","2,17","3,97%",1,0,0,0,162,"1,68%",33958,FALSE,0,9656,99,,,,,,"427,91 €","299,68 €",,31,6,0,"33,236,951,118",148,151,"320,94 €","299,68 €",148,"0,02"
l-de-n-ig-newyear-janihager_2101,done,lifestyle,,Germany,DE,,9/1/2021,DE20211_40,janihager,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"36,75","83,8",0,"1,27","31,18","88,57","2,41","3,47","3,85%",1,0,0,0,140,"2,46%",41000,FALSE,0,5681,39,,,,,,"236,19 €","73,50 €",,13,2,0,"31,181,130,083",51,52,"177,14 €","73,50 €",51,"0,01"
l-de-n-ig-newyear-jeyisbaee_2101,done,lifestyle,detox,Germany,DE,,9/1/2021,DE20211_30,jeyisbaee,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"34,46","407,08",0,"0,64","30,19","95,00","2,76","0,71","0,72%",1,0,0,0,1474,"4,68%",112000,FALSE,0,31467,1112,,,,,,"1.266,67 €","344,62 €",,11,10,0,"30,190,358,153",1342,1381,"950,00 €","344,62 €",1342,"0,04"
l-de-n-ig-newyear-lejannik_2101,done,lifestyle,detox,Germany,DE,,9/1/2021,DE20211_59,lejannik,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,,Central Europe,y,All,Makro,Makro,,FALSE,1,,"24,47","240,36",0,"1,31","29,64","130,25","5,32","2,94","2,19%",1,0,0,0,795,"2,26%",176000,FALSE,0,35152,265,,,,,,"1.389,33 €","195,75 €",,6,8,0,"29,642,694,584",355,366,"1.042,00 €","195,75 €",355,"0,01"
l-de-n-ig-winterbundle-franzisaidwhat_2101,done,family,winter_bundle,Germany,DE,,8/1/2021,DE20211_49,franzisaidwhat,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Maria,all_good,Central Europe,y,All,Midlevel,Midlevel,,FALSE,1,,"45,26","8199,9",0,"0,33","32,06","6,43","0,14","0,39","5,60%",1,0,0,0,3166,"9,74%",70700,FALSE,0,32498,1736,,,,,,"1.389,33 €","7.331,67 €",,226,162,0,"32,063,511,601",2701,2892,"1.042,00 €","7.331,67 €",2701,"0,08"
l-de-n-ig-varion_21012,done,sports,winter_bundle,Germany,DE,,8/1/2021,DE20211_29,varion,1/1/2021,30/3/2021 0:16,30/3/2021,30/3/2021 7:08,instagram,instagram,ig_story,ig_story,1/1/2021,1/1/2021 0:00,1/1/2020 0:00,Jessi,all_good,Central Europe,y,All,Makro,Makro,,FALSE,1,,"46,24","1689,55",0,"1,75","69,37","73,68","1,59","2,42","3,05%",1,0,0,0,1388,"3,96%",254000,FALSE,0,35049,868,,,,,,"3.241,77 €","1.525,93 €",,44,33,0,"69,369,450,198",1005,1083,"2.431,33 €","1.525,93 €",1005,"0,03"
